track_id,name,album,album_id,artist_name,artist_id,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,is_solo,Cluster_Hierarchical
5pe5KNxMil6hHKu4DJ0BxO,Sugar Baby,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.905,0.748,7,-5.052,True,0.1989999999999999,0.0168,0.0,0.143,0.6970000000000001,85.053,146869,4.0,1,0
24Zi6czIFslns6DXlXvmH5,Movie (feat. Lil Durk),Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.8959999999999999,0.728,1,-6.693,False,0.287,0.00245,0.0,0.128,0.877,152.062,227375,4.0,0,0
43IakdMYC2t8OM8dIFAn26,Freaky Girls (feat. SZA),Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.816,0.6659999999999999,7,-6.811,True,0.176,0.000707,8.89e-05,0.156,0.25,93.952,166906,4.0,0,0
2MLXkXM8MUQoQjotxk2n2x,Body,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.914,0.726,8,-6.183,False,0.259,0.0135,0.0,0.106,0.46,94.044,171067,4.0,1,0
04eAKX0XyiYgC9RTndJi1I,What’s New,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.932,0.8490000000000001,1,-4.876,True,0.344,0.00465,0.0,0.0874,0.7609999999999999,140.009,155090,4.0,1,0
6azUa1ok44qnTLZqhvv9sm,Work That,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.8640000000000001,0.708,1,-4.026,True,0.128,0.00414,1.26e-06,0.3,0.366,92.502,134724,4.0,1,0
1mCRTfAQQEZKqRYwQ9vvRS,Intercourse (feat. Popcaan & Mustard),Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.8,0.596,3,-6.089,False,0.239,0.0775,0.0,0.201,0.424,98.037,197023,4.0,0,0
75aRoKZ2PQfyb8tYdHBIjb,Go Crazy (feat. Big Sean & 2 Chainz),Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.917,0.7909999999999999,9,-4.625,True,0.286,0.118,0.0,0.0704,0.6709999999999999,95.991,225013,4.0,0,0
5L8DTsECtfYCLtnAg9AtPN,Don’t Rock Me To Sleep,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.875,0.746,10,-5.9220000000000015,False,0.0441,0.00983,0.0,0.118,0.64,105.973,183383,4.0,1,0
1CUGdnPqySE1M3sOXkq4rc,Outside,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.861,0.833,2,-2.929,True,0.257,0.0158,0.0,0.0845,0.655,168.03599999999997,151991,4.0,1,0
2cQ9D0cQjUJmLs8rWFkcRH,Savage Remix (feat. Beyoncé),Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.57,0.731,11,-4.816,True,0.407,0.019,0.0,0.1369999999999999,0.644,169.002,242001,4.0,0,0
6FluBKuU5VAFSrWaj0Any6,Girls in the Hood,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.825,0.82,6,-3.911,True,0.356,0.00664,0.0,0.0489,0.8540000000000001,179.975,154389,4.0,1,0
4iumxw6BGoLj1cXEVPOrRF,Don’t Stop (feat. Young Thug),Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,0,0.933,0.64,2,-4.681,True,0.073,0.00114,0.0,0.1689999999999999,0.424,138.025,187992,4.0,0,0
3yhhv0VCmKkAWD9ysDLpTE,Shots Fired,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.826,0.655,2,-4.775,True,0.3,0.000761,0.0,0.0841,0.45,184.057,170871,4.0,1,2
08TILUAN56HJoS1d9mNRty,Circles,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.8420000000000001,0.789,6,-8.732999999999999,False,0.178,0.0265,0.0,0.355,0.795,111.113,170641,4.0,1,2
4aarlAfLKVCTxUDNgbwhjH,Cry Baby (feat. DaBaby),Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.957,0.4370000000000001,11,-7.8820000000000014,True,0.359,0.00402,0.0,0.2189999999999999,0.616,130.058,137984,4.0,0,2
2993VQSr7a2Dj5hI5xcWG0,Do It On The Tip (feat. City Girls & Hot Girl Meg),Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.943,0.528,0,-8.631,True,0.299,0.00291,0.0,0.0858,0.608,97.542,167370,4.0,0,2
2LcqFRq2xBQdSfXBh5IIUk,Sugar Baby,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.905,0.747,7,-4.6930000000000005,True,0.246,0.0229,0.0,0.126,0.6779999999999999,85.00399999999998,146869,4.0,1,2
7Ge141qhUeuglcOvgAkWBy,Movie (feat. Lil Durk),Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.892,0.733,1,-6.6770000000000005,False,0.29,0.00218,0.0,0.166,0.893,152.06,227375,4.0,0,2
4RAEVQeHanpXyK2lrEUkMk,Freaky Girls (feat. SZA),Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.821,0.6809999999999999,7,-6.834,True,0.177,0.000794,1.91e-05,0.11,0.249,93.991,166906,4.0,0,2
0A1hoCfMLkiAgvhWkkucJa,Body,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.914,0.732,8,-6.1,False,0.241,0.0166,0.0,0.107,0.469,94.066,171067,4.0,1,2
3jRHehB5ulTMKfK5WaqDqc,What’s New,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.934,0.873,1,-4.707,True,0.309,0.00488,0.0,0.0832,0.721,139.997,155090,4.0,1,2
1HeAm7PJPUhunseNElZvBj,Work That,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.7559999999999999,0.711,1,-4.051,True,0.242,0.00376,0.0,0.284,0.447,184.93,134724,4.0,1,2
